RANK,COIN,PRICE ($),1H (%),24H (%),7D (%),24 H VOLUME  ($),MKT CAP ($),CIRCULATING SUPPLY,ATH ($),ATL($),TRADING VOLUME,INITIAL PRICE ($)
964,Sentinel [OLD] DVPN DVPN,0.01,0.00,0.02,,0.49,"13,804,642.00","9,169,632,256 DVPN",0.05,0.00,"16,314,444,013 DVPN",0.01
766,Sentinel DVPN DVPN,0.00,0.00,-0.01,-0.19,"394,225.00","28,333,368.00","9,169,632,256 DVPN",0.05,0.00,"16,314,444,013 DVPN",0.01
660,Sentinel Protocol UPP UPP,0.12,0.01,0.02,-0.09,"10,819,356.00","40,996,022.00","459,834,801 UPP",0.42,0.00,"500,000,000 UPP",0.09
139,Serum SRM SRM,2.19,0.01,0.02,-0.10,"91,922,966.00","573,764,227.00","263,244,669 SRM",13.72,0.11,"1,092,844,982 SRM",1.70
450,sETH SETH SETH,"2,965.41",0.00,0.03,-0.03,"2,590,562.00","85,393,184.00","20,136,683 SETH",1.28,0.01,"20,136,682.87 SETH",393.00
440,ShapeShift FOX Token FOX FOX,0.28,-0.01,-0.01,-0.17,"1,109,138.00","87,407,558.00","377,154,162 FOX",5.13,0.13,"1,000,001,337 FOX",0.54
497,ShareToken SHR SHR,0.01,0.00,-0.02,-0.24,"550,003.00","69,453,171.00","2,335,272,782 SHR",0.10,0.00,"6,434,460,139.8 SHR",0.00
15,Shiba Inu SHIB SHIB,0.00,0.01,0.01,-0.07,"514,857,046.00","12,752,680,183.00","549,063,278,876,302 SHIB",0.00,0.00,"589,735,030,408,322.8 SHIB",0.00
583,ShibaDoge SHIBDOGE SHIBDOGE,0.00,0.00,0.04,-0.06,"99,093.65","51,373,648.00",NaN SHIBDOGE,<$0.000000000001,<$0.000000000001,0.00 SHIBDOGE,0.00
157,Siacoin SC SC,0.01,0.01,0.02,-0.11,"12,929,510.00","490,843,605.00","51,027,052,992 SC",0.11,0.00,"51,027,052,992 SC",0.00
303,Sifchain EROWAN EROWAN,0.16,0.01,0.07,0.45,"1,741,996.00","171,974,782.00","1,475,637,198 erowan",6.78,0.02,"1,240,459,122.69 erowan",0.29
559,Silent Notary UBSN UBSN,0.00,0.01,-0.04,-0.25,"520,238.00","55,024,946.00","66,444,606,740 UBSN",0.00,0.00,"186,462,812,051 UBSN",0.00
664,Silo Finance SILO SILO,0.39,-0.06,0.10,-0.32,"122,574.00","40,142,958.00","103,250,000 SILO","866,953,278.29",0.08,"1,000,000,000 SILO",0.26
597,SingularityDAO SDAO SDAO,1.10,0.00,0.02,-0.33,"3,000,513.00","49,186,403.00","38,560,574 SDAO",6.61,0.38,"100,000,000 SDAO",0.58
666,Sipher SIPHER SIPHER,0.55,0.01,0.00,-0.07,"444,319.00","39,874,086.00","74,454,546 SIPHER",1.20,0.27,"74,454,546 SIPHER",0.92
121,SKALE SKL SKL,0.20,0.01,0.22,-0.02,"105,053,747.00","677,929,822.00","3,501,977,671 SKL",1.22,0.06,"4,276,664,349 SKL",0.08
142,Smooth Love Potion SLP SLP,0.01,0.01,0.02,-0.17,"268,402,249.00","562,484,797.00","5,375,374,133 SLP",0.42,0.00,"5,375,374,133 SLP",0.09
620,SnowBlossom SNOW SNOW,4.42,0.00,0.19,,345.69,"46,292,784.00","464,080 SNOW",169.42,0.66,"500,000 SNOW",0.45
534,Socean Staked Sol SCNSOL SCNSOL,103.51,0.01,0.02,-0.06,"98,590.13","59,615,951.00",0 SCNSOL,"1,339.34",33.53,"455,587 SCNSOL",161.00
6,Solana SOL SOL,99.56,0.01,0.01,-0.06,"1,266,885,867.00","33,339,856,156.00","340,095,527 SOL",260.06,0.51,"99,989,535,142 XRP",0.78
860,Solend SLND SLND,1.79,0.00,0.00,-0.04,"149,565.00","20,059,973.00","18,707,557 SLND",16.72,1.04,"100,000,000 SLND",8.50
723,SOLVE SOLVE SOLVE,0.07,0.00,0.03,-0.05,"187,648.00","32,621,783.00","435,342,963 solve",0.60,0.02,"1,000,000,000 SOLVE",0.14
567,Somnium Space CUBEs CUBE CUBE,4.13,0.01,-0.07,-0.20,"342,074.00","53,201,819.00","12,500,000 CUBE",69.07,1.54,"100,000,000 CUBE",4.60
168,Songbird SGB SGB,0.06,0.00,0.07,-0.07,"1,160,171.00","438,798,710.00","9,988,725,826 SGB",0.72,0.02,"16,039,726,027.4 SGB",0.29
887,Sora XOR XOR,41.26,0.00,0.02,-0.09,"277,854.00","18,390,230.00","519,056 XOR","17,573.88",0.64,"406,855.25 XOR",2.00
911,Sora XOR XOR,36.12,0.00,0.01,-0.16,"357,079.00","16,269,536.00","519,056 XOR","17,573.88",0.64,"406,855.25 XOR",2.00
507,Sovryn SOV SOV,3.15,-0.01,0.00,-0.13,"239,345.00","66,483,030.00",,44.91,1.35,"100,000,000 SOV",22.90
789,Spartacus SPA SPA,17.97,-0.01,-0.01,-0.06,"46,085.69","25,650,317.00","219,795 SPA",474.71,10.65,"37,000 SPA",97.60
639,Spectrum Token SPEC SPEC,5.14,-0.01,0.00,0.22,"2,019,589.00","43,932,657.00","9,153,820 SPEC",8.29,0.05,"40,000,000 SPEC",4.10
196,Spell Token SPELL SPELL,0.00,0.02,0.01,-0.10,"31,047,064.00","330,283,806.00","91,974,606,805 SPELL",0.08,0.00,"103,214,939,480 SPELL",0.00
360,Sperax SPA SPA,0.16,0.00,0.02,-0.03,"5,538,028.00","125,139,617.00","1,149,088,772 SPA",0.24,0.01,"4,742,212,757.96 SPA",0.03
804,Sperax USD USDS USDS,1.00,0.00,0.00,0.00,"150,517.00","24,464,443.00","22,224,869 USDs","1,468.63",0.89,"22,224,869.29 USDs",1.01
528,Splinterlands SPS SPS,0.12,0.01,0.12,-0.02,"1,636,817.00","60,794,579.00","710,861,250 SPS",1.27,0.06,"791,374,477.2 SPS",0.20
453,Spookyswap BOO BOO,8.93,0.01,0.00,-0.19,"1,992,803.00","84,274,547.00","9,390,930 BOO",39.99,3.06,"9,390,930.32 BOO",16.20
644,Spool DAO Token SPOOL SPOOL,3.44,0.00,0.11,0.18,"1,287,892.00","42,597,729.00","9,168,106 SPOOL",5.46,0.60,"210,000,000 SPOOL",2.50
879,Sportium SPRT SPRT,0.81,0.01,0.01,-0.16,"4,199,828.00","18,910,534.00","23,261,797 SPRT",3.98,0.15,"1,000,000,000 SPRT",0.17
821,StackOS STACK STACK,0.07,-0.01,0.10,-0.04,"375,923.00","22,813,131.00","372,183,352 STACK",0.79,0.02,"1,000,000,000 STACK",0.11
93,Stacks STX STX,1.06,0.01,0.01,-0.11,"16,641,113.00","1,115,214,107.00","1,316,059,881 STX",3.61,0.05,"1,352,464,600 STX",0.21
799,Stader SD SD,3.78,0.01,-0.04,-0.21,"2,434,792.00","24,717,184.00","4,591,153 SD",9.39,0.81,0.00 SD,6.10
643,Star Atlas ATLAS ATLAS,0.02,0.01,-0.01,-0.17,"5,362,406.00","42,656,224.00","2,160,000,000 ATLAS",0.28,0.01,"36,000,000,000 ATLAS",0.07
748,Star Atlas DAO POLIS POLIS,1.39,0.00,0.01,-0.12,"1,267,751.00","30,038,314.00","21,600,000 POLIS",19.23,0.59,"360,000,000 POLIS",7.60
459,Stargaze STARS STARS,0.09,0.00,-0.03,-0.27,"170,054.00","82,150,503.00","591,102,195 STARS",0.85,0.03,"999,999,503 STARS",0.31
422,StarLink STARL STARL,0.00,0.01,0.03,-0.25,"4,730,163.00","91,757,913.00","9,979,172,029,858 STARL",0.00,0.00,"10,000,000,000,000 STARL",0.00
698,StarTerra STT STT,1.21,0.00,-0.02,-0.01,"161,418.00","34,949,386.00","33,134,374 STT",8.60,0.00,"75,866,975.71 STT",6.90
699,StarTerra STT STT,1.21,0.00,-0.02,0.00,"161,499.00","34,759,389.00","33,134,374 STT",8.60,0.00,"75,866,975.71 STT",6.90
353,STASIS EURO EURS EURS,1.05,0.00,0.00,-0.02,"29,608,629.00","130,215,247.00","124,125,940 EURS",1.40,0.98,"124,125,940 EURS",1.18
603,Steem Dollars SBD SBD,4.36,0.00,0.05,-0.03,"159,727,531.00","48,546,774.00","11,338,908 SBD",22.34,0.26,"11,338,908.05 SBD",1.30
32,Stellar XLM XLM,0.19,0.00,0.01,-0.07,"232,254,023.00","4,618,656,478.00","24,810,502,500 XLM",0.94,0.00,"50,001,787,831.5 XLM",0.00
617,Step App FITFI FITFI,0.27,0.00,-0.11,,"104,668,912.00","46,716,213.00","410,000,000 FITFI",0.73,0.08,"5,000,000,000 FITFI",0.25
854,Step Finance STEP STEP,0.10,0.00,-0.04,-0.23,"3,622,186.00","20,191,399.00","2,400,000 STEP",10.50,0.04,"4,000,000 STEP",9.30
58,STEPN GMT GMT,3.80,0.02,-0.01,0.13,"3,193,387,254.00","2,284,848,654.00",,4.11,0.10,"6,000,000,000 GMT",0.15
332,Storj STORJ STORJ,1.01,-0.01,0.03,-0.15,"33,101,408.00","145,404,687.00","395,571,595 STORJ",3.91,0.05,"424,999,998 STORJ",0.81
317,StormX STMX STMX,0.02,0.01,0.00,-0.16,"2,639,347.00","157,523,061.00","10,000,000,000 STMX",0.25,0.00,"10,000,000,000 STMX",0.13
342,Stratis STRAX STRAX,1.01,0.00,0.01,-0.08,"5,290,249.00","138,126,432.00","137,490,633 STRAX",22.66,0.01,"137,387,367.41 STRAX",0.01
782,Stratos STOS STOS,0.98,0.03,0.02,-0.17,"364,050.00","26,624,198.00","20,152,153 STOS",5.50,0.34,"100,000,000 STOS",0.81
365,Strike STRK STRK,37.96,0.00,0.00,-0.07,"6,339,192.00","120,295,929.00","136,008,947 STRX","6,604.84",0.00,"886,811,800 STRX",65.40
958,Stronghold Token SHX SHX,0.00,0.00,0.07,-0.04,"105,561.00","14,035,259.00","5,793,905,044 SHX",0.06,0.00,"99,756,866,344 SHX",0.00
808,SUKU SUKU SUKU,0.20,0.00,0.00,-0.10,"3,542,967.00","24,071,336.00","119,009,944 SUKU",1.58,0.06,"1,500,000,000 SUKU",0.37
333,Sun Token SUN SUN,0.01,0.00,0.01,-0.05,"107,496,011.00","145,610,583.00","10,514,908,025 SUN",0.05,0.01,"19,900,730,000 SUN",0.03
325,SuperFarm SUPER SUPER,0.52,0.00,0.04,-0.17,"8,758,165.00","150,376,551.00","403,829,654 SUPER",4.73,0.15,"999,998,077.42 SUPER",1.50
463,SuperRare RARE RARE,0.56,-0.01,0.02,-0.10,"10,979,894.00","80,507,170.00","101,756,228 RARE",3.79,0.14,"1,000,000,000 RARE",0.60
136,Sushi SUSHI SUSHI,3.03,0.02,0.02,-0.14,"139,698,602.00","581,714,062.00","127,244,443 SUSHI",23.38,0.47,"242,508,045.33 SUSHI",1.20
517,Swarm BZZ BZZ,0.97,0.01,-0.11,-0.24,"2,020,271.00","62,876,965.00","48,092,530 BZZ",59.64,0.40,"63,677,277.3 BZZ",13.60
910,SWFTCOIN SWFTC SWFTC,0.00,0.00,0.03,-0.11,"5,935,183.00","16,292,207.00","4,004,999,999 SWFTC",0.09,0.00,"10,000,000,000 SWFTC",0.08
179,SwissBorg CHSB CHSB,0.42,0.00,0.01,-0.07,"472,713.00","393,685,958.00","1,000,000,000 CHSB",1.65,0.00,"1,000,000,000 CHSB",0.08
759,SX Network SX SX,0.36,0.01,0.12,0.10,"597,013.00","28,816,072.00","102,000,000 SX",9.41,0.24,"500,000,000 SX",0.44
151,SXP SXP SXP,1.12,0.01,0.01,-0.16,"54,677,642.00","541,967,999.00","486,273,623 SXP",5.86,0.16,"525,116,693.33 SXP",0.23
934,Sylo SYLO SYLO,0.00,0.00,0.08,-0.08,"778,792.00","14,943,235.00","2,431,617,492 SYLO",0.01,0.00,"10,000,000,000 SYLO",0.00
973,Symbiosis Finance SIS SIS,0.78,-0.02,-0.11,-0.20,"948,851.00","13,579,408.00","17,294,050 SIS",5.61,0.23,"100,000,000 SIS",2.40
152,Synapse SYN SYN,2.92,0.02,0.01,-0.17,"3,191,123.00","532,683,563.00","180,209,601 SYN",5.01,1.10,"180,209,601 SYN",2.40
85,Synthetix Network Token SNX SNX,5.65,0.01,-0.06,-0.15,"108,953,351.00","1,249,220,326.00","114,841,533 SNX",28.77,0.03,"215,258,834.24 SNX",0.43
560,Syntropy NOIA NOIA,0.11,0.01,0.01,-0.16,"586,764.00","54,987,674.00","563,797,251 NOIA",0.89,0.00,"1,000,000,000 NOIA",0.05
193,Syscoin SYS SYS,0.53,0.01,-0.05,0.01,"18,627,903.00","336,384,904.00","646,017,578 SYS",1.31,0.00,"640,953,639.58 SYS",0.00
839,Taboo Token TABOO TABOO,0.00,0.04,0.03,-0.15,"818,792.00","21,375,103.00","9,782,678,080 TABOO",0.05,0.00,"9,782,678,080 TABOO",0.00
636,Talken TALK TALK,0.40,0.00,-0.02,-0.05,"541,036.00","44,095,806.00","111,326,337 TALK",3.30,0.11,"500,000,000 TALK",2.57
641,Tectonic TONIC TONIC,0.00,0.00,-0.01,-0.11,"666,316.00","43,028,542.00",0 TONIC,0.00,0.00,"500,000,000,000,000 TONIC",0.00
209,Telcoin TEL TEL,0.00,0.01,0.01,-0.18,"3,810,485.00","305,517,504.00","61,278,700,558 TEL",0.06,0.00,"100,000,000,000 TEL",0.00
647,Tellor TRB TRB,18.07,0.00,0.02,-0.16,"4,743,955.00","42,185,923.00","1,703,442 TRB",163.76,1.11,"2,388,407.86 TRB",2.10
294,Telos TLOS TLOS,0.68,0.00,0.17,-0.03,"28,275,973.00","178,827,498.00","270,123,444 TLOS",1.43,0.01,"355,208,370.67 TLOS",0.09
269,Tenset 10SET 10SET,2.30,0.01,-0.04,-0.34,"4,397,933.00","203,429,475.00","89,524,859 10SET",6.68,0.67,"210,000,000 10SET",1.50
880,Ternoa CAPS CAPS,0.03,0.00,0.01,-0.14,"347,681.00","18,922,936.00","658,135,678 CAPS",0.22,0.01,"2,500,000,000 CAPS",0.07
950,Ternoa CAPS CAPS,0.03,0.00,-0.07,-0.33,"528,951.00","14,350,063.00","658,135,678 CAPS",0.22,0.01,"2,500,000,000 CAPS",0.07
8,Terra LUNA LUNA,89.41,0.02,0.00,-0.06,"1,952,951,795.00","30,970,618,546.00","210,000,000 LUNA",119.18,0.12,"753,639,362.02 LUNA",1.30
653,Terra Virtua Kolect TVK TVK,0.10,0.00,0.02,-0.09,"4,115,328.00","41,806,625.00","734,348,939 TVK",1.22,0.03,"1,200,000,000 TVK",0.06
764,TerraKRW KRT KRT,0.00,0.00,0.00,-0.03,"25,438.05","28,461,076.00","39,448,737,708 KRT",0.00,0.00,"39,449,466,816.59 KRT",0.00
12,TerraUSD UST UST,1.00,0.00,0.00,0.00,"763,040,182.00","18,461,592,207.00",,1.05,0.68,"17,802,629,407.47 UST",1.00
3,Tether USDT USDT,1.00,0.00,0.00,0.00,"58,281,396,061.00","83,177,733,231.00","83,167,194,183 USDT",1.22,0.57,"86,713,951,794.89 USDT",1.00
51,Tezos XTZ XTZ,2.83,0.01,0.01,-0.10,"81,108,246.00","2,512,125,686.00","894,175,064 XTZ",9.18,0.31,"915,766,492.08 XTZ",3.90
724,The Doge NFT DOG DOG,0.00,0.00,0.00,-0.06,"392,857.00","32,384,499.00","7,636,363,636 DOG",0.13,0.00,"16,969,696,969 DOG",0.02
48,The GRAPH GRT GRT,1.00,0.00,0.00,0.00,"23,602,907.00","2,697,265,875.00","4,715,735,200 GRT",2.88,0.00,"10,000,000,000 GRT",0.26
43,The Sandbox SAND SAND,2.54,0.01,0.00,-0.12,"259,143,912.00","2,946,106,805.00","1,227,539,778 SAND",8.44,0.03,"3,000,000,000 SAND",0.05
61,Theta Fuel TFUEL TFUEL,0.15,0.00,0.01,-0.08,"16,773,572.00","1,886,178,774.00","5,301,214,400 TFUEL",0.68,0.00,"5,301,214,400 TFUEL",0.02
46,Theta Network THETA THETA,2.78,0.00,0.00,-0.10,"120,664,083.00","2,795,290,654.00","1,000,000,000 THETA",15.90,0.04,"1,000,000,000 THETA",0.20
562,THORChain (ERC20) RUNE RUNE,7.21,0.01,0.01,-0.19,"203,463.00","54,518,012.00","330,688,061 RUNE",21.26,0.01,"334,937,974.91 RUNE",0.02
56,THORChain RUNE RUNE,7.65,0.01,0.00,-0.16,"175,666,701.00","2,308,548,381.00","330,688,061 RUNE",21.26,0.01,"334,937,974.91 RUNE",0.02
816,THORSwap THOR THOR,0.98,0.00,0.05,-0.14,"540,658.00","23,346,375.00","89,916,667 THOR",3.15,0.28,"500,000,000 THOR",2.17
446,ThunderCore TT TT,0.01,0.00,0.01,-0.13,"17,813,064.00","86,322,434.00","9,090,168,650 TT",0.04,0.00,"10,000,000,000 TT",0.02
205,TitanSwap TITAN TITAN,3.10,0.00,0.01,0.05,"1,460,982.00","309,500,262.00","53,404,160 TITAN",9.95,0.19,"10,000,000,000 TITAN",0.28
311,Tokamak Network TON TON,3.79,-0.01,0.01,-0.13,"30,159,950.00","161,945,771.00","2,727,340 TON",30.93,1.69,"50,000,000 TON",6.90
272,Tokemak TOKE TOKE,14.28,0.01,-0.01,-0.17,"2,333,463.00","198,546,435.00","5,377,717 TOKE",381.55,3.39,"100,000,000 TOKE",19.60
587,Token Pocket TPT TPT,0.01,0.00,-0.01,-0.02,"96,834.53","51,046,081.00","3,466,457,400 TPT",38.50,0.00,"3,466,457,400 TPT",0.00
794,Tokenlon LON LON,0.99,0.00,0.03,0.00,"906,077.00","25,186,276.00","44,559,365 LON",9.77,0.71,"116,298,814.86 LON",2.60
608,Tokocrypto TKO TKO,0.64,0.00,0.03,-0.13,"9,092,005.00","48,201,185.00","108,500,000 TKO",4.99,0.25,"500,000,000 TKO",
343,Tomb Shares TSHARE TSHARE,"3,500.73",-0.01,-0.03,-0.32,"11,574,562.00","137,552,073.00","39,127 TSHARE","21,848.97",226.93,"65,585 TSHARE","14,940.00"
207,Tomb TOMB TOMB,0.97,0.01,0.01,-0.16,"32,662,528.00","308,825,016.00","311,853,830 TOMB",4.22,0.06,"300,001 TOMB",3.40
381,TomoChain TOMO TOMO,1.29,0.00,0.05,0.10,"15,757,638.00","113,770,002.00","91,580,363 TOMO",3.92,0.14,"100,000,000 TOMO",0.63
442,Tornado Cash TORN TORN,53.57,0.01,0.11,0.13,"10,925,437.00","86,823,820.00","1,099,795 TORN",437.41,18.49,"10,000,000 TORN",207.00
521,Toucan Protocol: Base Carbon Tonne BCT BCT,3.22,0.00,-0.01,-0.08,"971,252.00","62,232,443.00","17,744,545 BCT",8.69,2.09,"17,744,545.12 BCT",5.40
741,Tower TOWER TOWER,0.02,0.01,0.00,-0.15,"1,563,984.00","31,186,183.00","237,619,987 TOWER",0.14,0.00,"10,000,000,000 TOWER",0.01
693,Tracer DAO TCR TCR,0.15,0.03,0.08,-0.06,"872,972.00","35,312,571.00","54,272,200 TCR",0.85,0.00,0.00 TCR,0.32
574,Tranchess CHESS CHESS,0.71,0.00,0.09,-0.09,"8,792,728.00","52,526,989.00","82,289,793 CHESS",7.92,0.21,"300,000,000 CHESS",0.40
516,Travala.com AVA AVA,1.21,0.01,0.02,-0.14,"1,480,084.00","62,933,921.00","51,232,537 AVA",6.48,0.04,"61,011,389 AVA",0.29
834,Trias Token TRIAS TRIAS,4.35,0.00,0.03,-0.25,"3,316,712.00","21,677,770.00","1,600,000 TRIAS",31.97,0.00,"10,000,000 TRIAS",1.90
250,Tribe TRIBE TRIBE,0.50,0.00,0.00,-0.10,"4,956,054.00","225,766,579.00","453,448,622 TRIBE",2.49,0.00,"1,000,000,000 TRIBE",2.21
24,TRON TRX TRX,0.06,0.00,0.02,0.02,"728,633,850.00","6,476,540,479.00","1,266,000 TRK",0.30,0.00,"98,191,763,260.91 TRX",0.00
990,Troy TROY TROY,0.01,0.04,0.07,-0.14,"1,886,344.00","12,985,717.00","8,905,660,523 TROY",0.04,0.00,"10,000,000,000 TROY",0.01
352,TrueFi TRU TRU,0.20,0.00,0.04,0.00,"4,895,770.00","130,872,960.00","548,956,194 TRU",1.04,0.07,"1,441,129,427 TRU",0.24
80,TrueUSD TUSD TUSD,1.00,0.00,0.00,0.00,"90,360,795.00","1,344,534,443.00","1,296,163,803 TUSD",1.36,0.92,"1,296,163,802.62 TUSD",1.01
181,Trust Wallet Token TWT TWT,1.10,0.00,0.01,-0.14,"9,170,745.00","382,488,590.00","288,094,211 TWT",1.65,0.01,"858,094,211 TWT",0.01
929,TrustPad TPAD TPAD,0.17,0.00,0.02,-0.04,"98,388.48","15,192,011.00",0 TPAD,1.89,0.00,0.00 TPAD,0.66
556,Trustswap SWAP SWAP,0.70,0.00,-0.04,-0.05,"267,843.00","55,373,653.00","97,570,164 SWAP",5.02,0.01,"99,995,164.27 SWAP",0.05
980,Tulip Protocol TULIP TULIP,9.23,0.00,-0.01,-0.14,"347,172.00","13,240,009.00","815,206 TULIP",50.12,1.70,"10,000,000 TULIP",10.10
307,UFO Gaming UFO UFO,0.00,0.02,0.02,-0.18,"5,854,150.00","165,244,615.00","25,757,575,757,576 UFO",0.00,0.00,"25,757,575,757,575.5 UF",0.00
845,Ultiledger ULT ULT,0.01,0.01,-0.01,-0.02,"22,394.40","20,962,112.00","2,836,429,509 ULT",0.10,0.00,"4,500,000,000 ULT",0.01
238,Ultra UOS UOS,0.87,0.01,0.01,-0.16,"4,166,683.00","235,959,498.00","303,472,124 UOS",2.46,0.02,"1,000,000,000 UOS",0.04
183,UMA UMA UMA,5.68,0.01,0.01,-0.10,"22,029,539.00","376,205,983.00","66,720,133 UMA",43.37,1.16,"107,382,784.46 UMA",1.20
473,Umee UMEE UMEE,0.07,0.00,0.04,0.01,"3,121,453.00","77,760,810.00",,0.37,0.02,"10,000,000,000 UMEE",0.25
917,UniCrypt UNCX UNCX,437.38,0.00,0.01,0.03,"47,931.29","15,828,316.00","31,683 UNCX","1,113.91",23.88,"47,650 UNCX",43.70
864,UniLend Finance UFT UFT,0.32,0.00,0.02,-0.12,"658,828.00","19,875,364.00","31,052,564 UFT",4.39,0.07,"100,000,000 UFT",0.24
891,Unisocks SOCKS SOCKS,"60,656.18",0.00,0.04,-0.15,"4,472.91","18,350,239.00",302 SOCKS,"923,827.83",0.00,302 SOCKS,"3,524.00"
991,Unisocks SOCKS SOCKS,"42,969.88",0.01,0.11,-0.28,"54,730.06","12,976,567.00",302 SOCKS,"923,827.83",0.00,302 SOCKS,"3,524.00"
36,Uniswap UNI UNI,8.25,0.01,0.00,-0.11,"130,275,232.00","3,770,801,212.00","718,782,304 UNI",44.97,0.42,"1,000,000,000 UNI",6.90
739,Universe.XYZ XYZ XYZ,0.06,0.00,-0.05,0.10,"113,900.00","31,360,483.00","160,332,553 XYZ",0.45,0.01,0.00 XYZ,0.15
712,Unizen ZCX ZCX,0.99,-0.02,0.01,-0.11,"1,154,280.00","33,673,726.00",0 ZCX,7.01,0.45,0.00 ZCX,2.70
492,Uquid Coin UQC UQC,7.10,0.01,0.03,-0.04,"2,786,730.00","70,486,722.00","10,000,000 UQC",33.71,0.04,"40,000,000 UQC",2.50
5,USD Coin USDC USDC,1.00,0.00,0.00,0.00,"4,655,599,415.00","49,417,786,375.00","48,544,682,851 USDC",2.35,0.93,"48,544,682,851.35 USDC",1.01
646,USDK USDK USDK,1.00,0.00,0.00,0.00,"71,867,148.00","42,425,175.00","28,600,072 USDK",1.12,0.91,"28,600,072 USDK",1.00
297,USDX USDX USDX,0.98,0.00,0.01,0.02,"991,594.00","177,244,436.00","121,061,143 USDX",3.90,0.45,"121,061,143 USDX",1.03
391,Utrust UTK UTK,0.24,0.00,0.00,-0.06,"5,135,377.00","110,658,654.00","470,000,000 UTK",1.49,0.01,"500,000,000 UTK",0.28
616,Vader Protocol VADER VADER,0.01,0.02,0.05,-0.16,"119,852.00","46,900,193.00","4,210,016,842 VADER",0.14,0.00,"25,000,000,000 VADER",0.03
576,Vai VAI VAI,0.93,0.00,0.01,0.01,"49,239.20","52,291,697.00","57,498,554 VAI",1.12,0.70,"57,498,554 VAI",0.99
966,Validity VAL VAL,3.08,0.01,-0.03,-0.05,"415,988.00","13,755,461.00","4,588,180 VAL",21.73,0.00,"4,589,277.15 VAL",0.02
38,VeChain VET VET,0.05,0.01,0.00,-0.15,"412,671,545.00","3,470,260,533.00","64,315,576,989 VET",0.28,0.00,"86,712,634,466 VET",0.01
513,Vectorspace AI VXV VXV,1.69,-0.02,-0.07,-0.18,"325,972.00","64,236,753.00","39,925,565 VXV",35.93,0.02,"50,000,000 VXV",0.03
545,Vega Protocol VEGA VEGA,3.63,0.01,0.00,-0.12,"2,508,481.00","58,118,685.00","18,190,181 VEGA",22.77,1.16,"64,999,723 VEGA",18.90
185,Velas VLX VLX,0.16,0.00,0.18,-0.20,"7,654,708.00","364,747,974.00","2,304,233,612 VLX",0.57,0.01,"2,304,233,612.5 VLX",0.02
908,VelasPad VLXPAD VLXPAD,0.04,0.01,0.12,-0.25,"99,878.69","16,412,724.00","13,309,447 VLXPAD",1.36,0.02,"104,701,004.22 VLXPAD",0.43
525,Velo VELO VELO,0.05,-0.03,0.10,-0.15,"1,260,955.00","61,504,323.00","1,229,925,310 VELO",2.07,0.02,"26,999,998,935 VELO",0.42
357,Venus XVS XVS,9.77,0.00,0.02,-0.10,"12,987,777.00","127,298,907.00","12,170,524 XVS",147.02,2.07,"29,745,109.54 XVS",3.40
476,Verasity VRA VRA,0.02,-0.01,0.02,-0.17,"31,246,292.00","77,288,899.00","4,470,185,346 VRA",0.09,0.00,"19,400,882,350 VRA",0.00
316,Verge XVG XVG,0.01,0.01,0.02,-0.10,"2,940,212.00","157,589,745.00","16,505,123,788 XVG",0.30,0.00,"16,505,123,787.82 XVG",0.00
417,Veritaseum VERI VERI,44.17,0.01,0.02,0.03,"4,285.01","94,968,039.00","2,149,646 VERI",538.97,0.00,"100,000,000 VERI",58.60
878,Vertcoin VTC VTC,0.30,0.00,-0.01,-0.21,"221,623.00","18,943,781.00","64,261,910 VTC",10.53,0.01,"64,261,910 VTC",0.18
494,Verus Coin VRSC VRSC,1.04,0.04,0.18,-0.05,"105,065.00","70,431,977.00","68,636,665 VRSC",3.42,0.04,"68,636,664.81 VRSC",0.08
371,Victoria VR VR VR,0.13,0.01,0.05,-0.12,"13,733,231.00","118,115,105.00","744,239,686 VR",0.71,0.02,"16,800,000,000 VR",0.28
872,VIDT Datalink VIDT VIDT,0.41,0.00,0.03,-0.07,"3,450,509.00","19,191,266.00","49,428,303 VIDT",1.85,0.04,"57,386,799 VIDT",0.12
704,Vires Finance VIRES VIRES,89.25,-0.01,0.01,-0.10,"135,169.00","34,676,646.00","452,580 VIRES",201.53,15.14,"35,404.8 VIRES",84.40
731,VitaDAO VITA VITA,2.03,0.00,0.05,-0.04,"25,107.60","32,130,716.00","9,027,244 VITA",2.51,1.15,"19,307,808 VITA",2.39
661,Vite VITE VITE,0.05,0.01,0.02,-0.11,"1,078,149.00","40,927,777.00","508,313,314 VITE",0.35,0.01,"1,033,573,236.68 VITE",0.10
951,Vivid Labs VID VID,0.09,0.00,-0.04,-0.18,"188,467.00","14,320,798.00","163,987,301 VID",1.08,0.04,"265,000,000 VID",0.11
566,Voxies VOXEL VOXEL,1.47,-0.02,0.15,-0.03,"67,097,279.00","53,247,666.00","64,021,081 VOXEL",4.76,0.35,"300,000,000 VOXEL",2.70
230,Vulcan Forged PYR PYR,10.35,0.01,0.04,-0.20,"48,636,210.00","247,459,518.00","23,897,700 PYR",49.74,1.16,"50,000,000 PYR",2.10
188,VVS Finance VVS VVS,0.00,0.01,0.02,-0.04,"2,563,937.00","343,756,067.00","18,097,219,702,806 VVS",0.00,0.00,"43,645,681,099,929.4 VVS",0.00
449,Wanchain WAN WAN,0.44,0.00,-0.01,-0.06,"2,499,132.00","85,812,246.00","192,701,891 WAN",9.92,0.08,"192,701,891.19 WAN",4.20
